   8.85175616E-02   94.2494354       147.555771       178.059448    
  0.277479112       35.1224747       103.332611       112.971252    
  0.483537227       12.4803619       42.3532753       61.1064186    
  0.708238721       7.07527208       18.2115231       29.9506645    
  0.953270435       5.59929466       9.23138905       17.1388016    
   1.22047174       4.93553066       4.00165606       8.86045647    
   1.51184845       4.53093338       1.76934445       4.60105515    
   1.82958782       4.07787371      0.881306648       2.18597436    
   2.17607522       3.58331490      0.556285024       1.05172622    
   2.55391145       3.13296938      0.351338297      0.615872145    
   2.96593285       2.68485975      0.175960109      0.396209151    
   3.41523266       2.28559756       4.85524200E-02  0.235549420    
   3.90518355       1.92795753      -6.29185364E-02  0.117964983    
   4.43946314       1.61337233     -0.129701048       8.09198171E-02
   5.02208281       1.35024691     -0.170963958       5.13036810E-02
   5.65741539       1.11851323     -0.180925831       3.06817740E-02
   6.35023069      0.927672088     -0.183870301       1.33410506E-02
   7.10572958      0.765985131     -0.175493196       2.56663840E-02
   7.92958355      0.633508742     -0.169313416       1.23929651E-02
   8.82797623      0.524517179     -0.162351415       1.33207692E-02
   9.80765247      0.434922814     -0.145820454       1.79452673E-02
   10.8759670      0.359782189     -0.134308442       1.29726529E-02
   12.0409374      0.298444390     -0.125349879       1.04189571E-02
   13.3113108      0.246501192     -0.114174843       1.22255106E-02
   14.6966238      0.204186693     -0.101885013       1.03984792E-02
   16.2072735      0.167907774      -9.08991396E-02   9.24976263E-03
   17.8546028      0.138462767      -8.19301531E-02   6.82047941E-03
   19.6509762      0.112846009      -7.33779669E-02   8.09682906E-03
   21.6098785       9.19709578E-02  -6.55048639E-02   7.72297988E-03
   23.7460155       7.46700391E-02  -5.84861375E-02   3.82195925E-03
   26.0754223       5.98170832E-02  -5.10781780E-02   3.99125554E-03
   28.6155853       4.76814806E-02  -4.51204032E-02   3.41084576E-03
   31.3855724       3.76982875E-02  -3.83182205E-02   1.86075538E-03
   34.4061775       2.91608665E-02  -3.33788954E-02   1.68399268E-03
   37.7000809       2.25756951E-02  -2.93596685E-02   1.83480640E-03
   41.2919998       1.71884298E-02  -2.54967194E-02   7.74423010E-04
   45.2089043       1.28054395E-02  -2.20006052E-02   9.82972444E-04
   49.4801941       9.34188068E-03  -1.88410580E-02   6.14465622E-04
   54.1379395       6.66486938E-03  -1.68800894E-02   4.20991913E-04
   59.2170982       4.68808319E-03  -1.47928968E-02  -1.31917477E-04
   64.7557983       3.13440966E-03  -1.31057398E-02  -3.17741418E-04
   70.7956238       2.06962181E-03  -1.05805285E-02  -8.82633845E-04
   77.3819122       1.37328659E-03  -8.82674661E-03  -1.29963621E-03
   84.5641022       1.11833133E-03  -7.54816877E-03  -1.22474832E-03
   92.3961105       1.22732692E-03  -6.42316742E-03  -9.36316559E-04
   100.936729       1.72352837E-03  -5.86098246E-03  -1.55342522E-03
   110.250076       1.26220495E-03  -5.62635763E-03  -1.84662035E-03
   120.406059       3.44582193E-04  -5.67808934E-03  -1.99788460E-03
   131.480911      -2.26322591E-04  -5.99683262E-03  -2.24439474E-03
   143.557785      -3.40275874E-04  -5.80273988E-03  -2.16712453E-03
