  0.194463387       46.5684013       121.814003       127.417389    
  0.606373906       8.41419983       24.2268448       38.0616608    
   1.05094814       5.19400406       6.10598469       12.0519352    
   1.53077626       4.45321846       1.57804537       4.57741404    
   2.04865360       3.72791934      0.546026289       1.18281138    
   2.60759783       3.06714201      0.251004130      0.490862638    
   3.21086502       2.43661427       9.39493105E-02  0.316532224    
   3.86197019       1.96550131      -4.54059169E-02  0.126825809    
   4.56470680       1.54457879     -0.139793068       6.69783130E-02
   5.32316875       1.23186243     -0.167046115       5.25080189E-02
   6.14177561      0.982427895     -0.174425781       2.87715383E-02
   7.02529573      0.775583327     -0.180528238       3.97154577E-02
   7.97887754      0.627410471     -0.177490592       2.21135207E-02
   9.00807667      0.503255963     -0.165994525       9.52055026E-03
   10.1188889      0.411616176     -0.146356255       3.41960229E-02
   11.3177872      0.332400709     -0.133865654       8.50337744E-03
   12.6117544      0.272025973     -0.121498175       1.12580648E-02
   14.0083313      0.221664369     -0.106671073       1.38630895E-02
   15.5156536      0.183993891      -9.49769095E-02   3.10603064E-03
   17.1425037      0.151122943      -8.34629759E-02   1.15879392E-02
   18.8983612      0.122059174      -7.71942288E-02   5.87357767E-03
   20.7934532       9.96194854E-02  -6.55965507E-02   6.16856804E-03
   22.8388214       8.03568289E-02  -6.15713336E-02   5.09577803E-03
   25.0463848       6.57248944E-02  -5.37399873E-02   2.63943803E-03
   27.4290028       5.20177223E-02  -4.67149988E-02   1.95122825E-03
   30.0005569       4.19220142E-02  -4.11960818E-02   9.09420836E-04
   32.7760315       3.30742709E-02  -3.57006304E-02   2.28991173E-03
   35.7715950       2.55796146E-02  -3.14511843E-02   4.10373323E-04
   39.0046997       2.06808764E-02  -2.78189778E-02   3.13423946E-03
   42.4941864       1.55870197E-02  -2.41277516E-02   2.33046059E-03
   46.2603798       1.17022600E-02  -2.08109878E-02   1.65518874E-03
   50.3252258       8.54906626E-03  -1.73811428E-02   1.11077353E-03
   54.7124062       6.21726410E-03  -1.52460318E-02   1.20508194E-03
   59.4474792       4.39771125E-03  -1.28257321E-02   1.33114948E-03
   64.5580368       3.19330255E-03  -1.12359431E-02   2.86900147E-04
   70.0738449       1.91839889E-03  -8.66815075E-03  -3.65762622E-04
   76.0270538       1.47595222E-03  -6.42955815E-03  -7.35733018E-04
   82.4523392       1.20752573E-03  -4.97203227E-03  -7.96642154E-04
   89.3871307       1.05172966E-03  -3.59385414E-03  -5.54783968E-04
   96.8718414       1.43856579E-03  -3.34205409E-03  -4.43878787E-04
   104.950073       1.68614904E-03  -2.93612015E-03  -2.40923400E-04
   113.668892       8.67175695E-04  -2.30863108E-03  -3.98541451E-04
   123.079102      -4.61298878E-05  -2.28255522E-03  -4.15216928E-04
   133.235519      -4.81966010E-04  -2.28532334E-03  -5.35253086E-04
   144.197311      -5.51708392E-04  -1.62277871E-03  -3.87423759E-04
