3.656087970764903931e-03 1.637724511718750000e+04 6.834973144531250000e+03 -4.287142578125000000e+03
7.949861751752685182e-03 2.376080468750000000e+04 1.081796191406250000e+04 -4.008031250000000000e+03
1.278110163432542856e-02 2.868422851562500000e+04 2.022749218750000000e+04 1.198771093750000000e+04
1.772191396789788223e-02 2.902177148437500000e+04 1.458538183593750000e+04 5.312587890625000000e+03
2.268532089089753470e-02 2.713628320312500000e+04 1.198127832031250000e+04 1.266675537109375000e+03
2.765545981309592075e-02 2.392841015625000000e+04 1.272106933593750000e+04 -1.557576904296875000e+03
3.263433192141954042e-02 2.132495703125000000e+04 1.227430371093750000e+04 8.867768554687500000e+02
3.761536610135689934e-02 1.961181835937500000e+04 1.009208593750000000e+04 1.239284057617187500e+03
4.260216647033720355e-02 1.658243164062500000e+04 7.152759277343750000e+03 -1.285971923828125000e+03
4.759866242845889328e-02 1.521406933593750000e+04 7.611292480468750000e+03 3.704284973144531250e+02
5.258647376980993271e-02 1.415406542968750000e+04 6.891981445312500000e+03 -8.672527465820312500e+02
5.757398416364026272e-02 1.327584960937500000e+04 6.995328125000000000e+03 -7.789965209960937500e+02
6.256603219557972662e-02 1.273084472656250000e+04 6.867943847656250000e+03 -3.438134460449218750e+02
6.756080385033311209e-02 1.184482519531250000e+04 5.069543945312500000e+03 -1.037398300170898438e+02
7.255462704109300054e-02 1.117322558593750000e+04 6.018000000000000000e+03 6.439218139648437500e+02
7.755247570179744920e-02 1.013020800781250000e+04 4.547412597656250000e+03 9.501234436035156250e+01
8.255344818849293109e-02 9.301404296875000000e+03 4.996184082031250000e+03 4.138406372070312500e+02
8.755179421150315056e-02 8.516652343750000000e+03 4.155359863281250000e+03 6.512175292968750000e+02
9.254927767291745710e-02 7.731464843750000000e+03 3.601186767578125000e+03 1.514081268310546875e+02
9.754651673220568475e-02 6.932320312500000000e+03 3.131894042968750000e+03 -6.930272674560546875e+01
1.025433556692114112e-01 6.466866210937500000e+03 3.062968994140625000e+03 2.361558227539062500e+02
1.075390264433595117e-01 6.083002929687500000e+03 2.635028808593750000e+03 -1.036452579498291016e+01
1.125361775879120535e-01 5.846337890625000000e+03 2.538765136718750000e+03 2.662656555175781250e+02
1.175329976106408852e-01 5.550741210937500000e+03 2.340256835937500000e+03 4.113902282714843750e+02
1.225327487662690173e-01 5.304032226562500000e+03 2.477806884765625000e+03 2.020804290771484375e+02
1.275305754987213769e-01 5.142162109375000000e+03 2.364599121093750000e+03 2.967454223632812500e+02
1.325260887392399056e-01 4.888174804687500000e+03 1.948022827148437500e+03 1.698842773437500000e+02
1.375250737104308785e-01 4.640199218750000000e+03 1.995291503906250000e+03 2.833410949707031250e+02
1.425254701450089090e-01 4.351765625000000000e+03 1.825549438476562500e+03 1.448750610351562500e+02
1.475253036321778621e-01 4.049124755859375000e+03 1.717817260742187500e+03 7.889411926269531250e+01
1.525252490813075179e-01 3.806665771484375000e+03 1.395959594726562500e+03 -5.996482372283935547e+00
1.575257987448727415e-01 3.616659423828125000e+03 1.393989624023437500e+03 1.019704589843750000e+02
1.625253924304018716e-01 3.393098388671875000e+03 1.359698974609375000e+03 1.452144927978515625e+02
1.675263829468119636e-01 3.283166748046875000e+03 1.345275512695312500e+03 9.212963867187500000e+01
1.725254639181508787e-01 3.135146240234375000e+03 1.264249389648437500e+03 1.282923736572265625e+02
1.775253502102655256e-01 3.045286865234375000e+03 1.208549438476562500e+03 1.286326751708984375e+02
1.825257007787880192e-01 2.886968017578125000e+03 1.145055419921875000e+03 1.101949462890625000e+02
1.875237024754225768e-01 2.813361083984375000e+03 1.136228515625000000e+03 8.633902740478515625e+01
1.925223789342726810e-01 2.740459716796875000e+03 1.012775085449218750e+03 -3.010191917419433594e+01
1.975219553912458126e-01 2.616472900390625000e+03 8.864237670898437500e+02 4.186431121826171875e+01
2.025215303361410368e-01 2.496699462890625000e+03 9.089472045898437500e+02 1.185881042480468750e+02
2.075207487611457624e-01 2.397368408203125000e+03 8.784991455078125000e+02 8.843667602539062500e+01
2.125209814848501855e-01 2.286184326171875000e+03 8.665007324218750000e+02 1.244993133544921875e+02
2.175209282833206470e-01 2.189578857421875000e+03 8.156202392578125000e+02 1.294290771484375000e+02
2.225208528950179676e-01 2.107835205078125000e+03 7.079003906250000000e+02 1.099324417114257812e+02
2.275190074100852944e-01 2.042482177734375000e+03 7.429428710937500000e+02 8.493376159667968750e+01
2.325188133859880102e-01 1.958403076171875000e+03 7.038674316406250000e+02 -1.121957302093505859e+01
2.375197750999963053e-01 1.893361572265625000e+03 6.348320922851562500e+02 7.487847137451171875e+01
2.425188081338503499e-01 1.853091552734375000e+03 6.233233032226562500e+02 4.495521545410156250e+01
2.475167097062312138e-01 1.789857666015625000e+03 5.854035034179687500e+02 4.831610870361328125e+01
2.525166125308451193e-01 1.725067138671875000e+03 6.166110229492187500e+02 6.624883270263671875e+01
2.575168052270463415e-01 1.647197998046875000e+03 5.205773315429687500e+02 5.904354476928710938e+01
2.625146890880785677e-01 1.620672607421875000e+03 5.492310180664062500e+02 5.231925582885742188e+01
2.675126832239405061e-01 1.550687255859375000e+03 5.658861083984375000e+02 9.227849578857421875e+01
2.725132109981491801e-01 1.485949951171875000e+03 5.192783203125000000e+02 8.568907165527343750e+01
2.775136668968247178e-01 1.455779541015625000e+03 4.697152709960937500e+02 7.683670806884765625e+01
