   8.85175616E-02   93.4982834       146.791214       180.462692    
  0.277479112       35.1513138       103.187355       113.114799    
  0.483537227       12.3582649       41.7548714       60.0929680    
  0.708238721       7.07396078       18.2053013       29.9444637    
  0.953270435       5.59108114       9.19595051       17.0647545    
   1.22047174       4.93385553       3.98884082       8.83384609    
   1.51184845       4.53014517       1.76363254       4.59456491    
   1.82958782       4.07721329      0.880091369       2.18453431    
   2.17607522       3.58371782      0.559065759       1.05666971    
   2.55391145       3.13316655      0.352586448      0.618794203    
   2.96593285       2.68494391      0.176577628      0.395427644    
   3.41523266       2.28556061       4.93797176E-02  0.235288918    
   3.90518355       1.92791367      -6.23522215E-02  0.118204750    
   4.43946314       1.61339319     -0.129216701       8.09912011E-02
   5.02208281       1.35023594     -0.170376301       5.12707457E-02
   5.65741539       1.11849368     -0.180328742       3.08182221E-02
   6.35023069      0.927671492     -0.183115542       1.34945773E-02
   7.10572958      0.765981019     -0.174732253       2.58159190E-02
   7.92958355      0.633506835     -0.168620050       1.23469969E-02
   8.82797623      0.524515331     -0.161521241       1.33898277E-02
   9.80765247      0.434918433     -0.144973800       1.80001110E-02
   10.8759670      0.359783053     -0.133404136       1.30189043E-02
   12.0409374      0.298446327     -0.124425575       1.06311627E-02
   13.3113108      0.246499225     -0.113165542       1.22715514E-02
   14.6966238      0.204186410     -0.100759648       1.04967095E-02
   16.2072735      0.167906761      -8.97660777E-02   9.40575637E-03
   17.8546028      0.138461813      -8.07563961E-02   7.04831025E-03
   19.6509762      0.112843826      -7.20920414E-02   8.36477801E-03
   21.6098785       9.19696838E-02  -6.41216859E-02   8.03371985E-03
   23.7460155       7.46680871E-02  -5.70130646E-02   4.17934358E-03
   26.0754223       5.98149411E-02  -4.94460054E-02   4.37654881E-03
   28.6155853       4.76783104E-02  -4.33555096E-02   3.79395438E-03
   31.3855724       3.76949422E-02  -3.64005789E-02   2.45241844E-03
   34.4061775       2.91569363E-02  -3.12787928E-02   2.20135669E-03
   37.7000809       2.25710794E-02  -2.70718466E-02   2.40291539E-03
   41.2919998       1.71826202E-02  -2.29460187E-02   1.44744106E-03
   45.2089043       1.27984909E-02  -1.92044023E-02   1.77933625E-03
   49.4801941       9.33332089E-03  -1.57352816E-02   1.50100072E-03
   54.1379395       6.65489864E-03  -1.34623861E-02   1.38799252E-03
   59.2170982       4.67612129E-03  -1.10720266E-02   8.73531273E-04
   64.7557983       3.12032481E-03  -9.03439242E-03   7.46783160E-04
   70.7956238       2.05292786E-03  -6.14764541E-03   2.65691080E-04
   77.3819122       1.35372183E-03  -4.07822290E-03   5.08822559E-05
   84.5641022       1.09501369E-03  -2.35136272E-03   3.57019046E-04
   92.3961105       1.19983626E-03  -7.99772621E-04   9.26471141E-04
   100.936729       1.69102626E-03   2.24799631E-04   6.22333784E-04
   110.250076       1.22381316E-03   9.55069961E-04   7.20951182E-04
   120.406059       2.99599080E-04   1.41078187E-03   8.68251780E-04
   131.480911      -2.79273401E-04   1.67974608E-03   9.83421691E-04
   143.557785      -4.03047103E-04   2.55700783E-03   1.54224248E-03
