1.000000000000000021e-02 1.000000000000000000e+00 -2.783764454685287146e-09 9.393281554762837860e-09 2.388155145181760879e-08 -1.698612471085289989e-08 2.352932459655630751e-08
1.013596500938556896e-02 9.999999954599947394e-01 -2.860073548051676490e-09 9.651283174362364898e-09 2.453732662375086158e-08 -1.745259023412403178e-08 2.417537865928731808e-08
1.027377866714885950e-02 9.999999908347169120e-01 -2.938475635091641339e-09 9.916382795941122857e-09 2.521113597634945069e-08 -1.793188516606352686e-08 2.483919739018852124e-08
1.041346610843927462e-02 9.999999861225584707e-01 -3.019028171768601053e-09 1.018877616643143173e-08 2.590347655569833734e-08 -1.842436315811055805e-08 2.552127031710781808e-08
1.055505281015629848e-02 9.999999813218808375e-01 -3.101790193251133429e-09 1.046866445018871039e-08 2.661485915170675587e-08 -1.893038764283253302e-08 2.622210050010060047e-08
1.069856459559610611e-02 9.999999764310136818e-01 -3.186822357407000259e-09 1.075625437974523253e-08 2.734580868005945051e-08 -1.945033210584551378e-08 2.694220490734579541e-08
1.084402763916134105e-02 9.999999714482559199e-01 -3.274186989466255789e-09 1.105175841068342577e-08 2.809686457458348593e-08 -1.998458036515392667e-08 2.768211480130622690e-08
1.099146847113493392e-02 9.999999663718734944e-01 -3.363948127950596230e-09 1.135539488096428274e-08 2.886858119088117496e-08 -2.053352685851482781e-08 2.844237613597049153e-08
1.114091398251883941e-02 9.999999612001003735e-01 -3.456171571842539678e-09 1.166738817462938546e-08 2.966152822101933071e-08 -2.109757693867822149e-08 2.922354996496908269e-08
1.129239142993853674e-02 9.999999559311368857e-01 -3.550924889184737865e-09 1.198796895023825158e-08 3.047629121471006509e-08 -2.167714718678629273e-08 3.002621288056896199e-08
1.144592844061424926e-02 9.999999505631483876e-01 -3.648277626472499992e-09 1.231737407363353412e-08 3.131347163883417959e-08 -2.227266568541095065e-08 3.085095736791025516e-08
1.160155301739971417e-02 9.999999450942664847e-01 -3.748301120486562936e-09 1.265584715626728550e-08 3.217368789621513143e-08 -2.288457239791417355e-08 3.169839236410120484e-08
1.175929354388950687e-02 9.999999395225875887e-01 -3.851068710478979204e-09 1.300363849783284048e-08 3.305757541008097347e-08 -2.351331945925131397e-08 3.256914363698108604e-08
1.191917878959576627e-02 9.999999338461712517e-01 -3.956655752349916468e-09 1.336100533440507181e-08 3.396578719504475092e-08 -2.415937152484641361e-08 3.346385427309098017e-08
1.208123791519533259e-02 9.999999280630407217e-01 -4.065139674203569605e-09 1.372821203176795446e-08 3.489899434667336516e-08 -2.482320611917525215e-08 3.438318515943137391e-08
1.224550047784821530e-02 9.999999221711819430e-01 -4.176600033427456948e-09 1.410553028413807048e-08 3.585788654469029980e-08 -2.550531399406143539e-08 3.532781547862664841e-08
1.241199643658837636e-02 9.999999161685427795e-01 -4.291118575374369047e-09 1.449323931856242726e-08 3.684317257051606013e-08 -2.620619949718747237e-08 3.629844321818906723e-08
1.258075615778781603e-02 9.999999100530314600e-01 -4.408779293648896435e-09 1.489162610500861520e-08 3.785558083918878367e-08 -2.692638095085111314e-08 3.729578569392271538e-08
1.275181042069493259e-02 9.999999038225177994e-01 -4.529668492047116741e-09 1.530098557232308053e-08 3.889585994610738453e-08 -2.766639104128292665e-08 3.832058008790226151e-08
1.292519042304821064e-02 9.999998974748302016e-01 -4.653874848247398332e-09 1.572162083040073873e-08 3.996477922946614206e-08 -2.842677721914348938e-08 3.937358400188110017e-08
1.310092778676621127e-02 9.999998910077567693e-01 -4.781489479208223501e-09 1.615384339842984904e-08 4.106312934803035975e-08 -2.920810211095202716e-08 4.045557602578251056e-08
1.327905456371494472e-02 9.999998844190435277e-01 -4.912606008423807204e-09 1.659797343973474793e-08 4.219172287557696722e-08 -3.001094394238891368e-08 4.156735632257696540e-08
1.345960324155364221e-02 9.999998777063934252e-01 -5.047320634996750354e-09 1.705434000309282590e-08 4.335139491168158095e-08 -3.083589697324634117e-08 4.270974722922990472e-08
1.364260674966003006e-02 9.999998708674663339e-01 -5.185732204647677969e-09 1.752328127094543267e-08 4.454300370991356120e-08 -3.168357194478326906e-08 4.388359387476500154e-08
1.382809846513614535e-02 9.999998638998778278e-01 -5.327942282670787455e-09 1.800514481454800388e-08 4.576743132354960272e-08 -3.255459653956403027e-08 4.508976481554975133e-08
