  0.194463387       44.8864136       116.992035       122.780266    
  0.606373906       8.48829174       24.6919212       38.3099403    
   1.05094814       5.22767210       6.40081835       12.6139717    
   1.53077626       4.46915483       1.67452061       4.32703114    
   2.04865360       3.74106789      0.658710122       1.39910734    
   2.60759783       3.06205440      0.320954472      0.576484799    
   3.21086502       2.44914794      0.106188074      0.292623729    
   3.86197019       1.95177913      -5.74026555E-02  0.133512661    
   4.56470680       1.54877770     -0.142849430       7.33473822E-02
   5.32316875       1.23210990     -0.175558180       4.29354459E-02
   6.14177561      0.979406774     -0.182785600       1.24648102E-02
   7.02529573      0.780547261     -0.177237406       2.54724026E-02
   7.97887754      0.626954138     -0.169100568       1.38300313E-02
   9.00807667      0.505385637     -0.159011930       1.37470867E-02
   10.1188889      0.410745978     -0.142258078       1.76853370E-02
   11.3177872      0.335343152     -0.130426183       1.02224071E-02
   12.6117544      0.273438752     -0.118020505       1.09435143E-02
   14.0083313      0.223417953     -0.108630344       1.37957698E-02
   15.5156536      0.183344126      -9.43655297E-02   7.86972512E-03
   17.1425037      0.150420040      -8.54634196E-02   9.31135658E-03
   18.8983612      0.122454852      -7.62220249E-02   7.60257756E-03
   20.7934532       9.98617783E-02  -6.76107034E-02   7.55757885E-03
   22.8388214       8.16290900E-02  -6.11950196E-02   5.18531026E-03
   25.0463848       6.58298433E-02  -5.32187186E-02   3.95599660E-03
   27.4290028       5.30426502E-02  -4.74343188E-02   4.04714607E-03
   30.0005569       4.23174053E-02  -4.02775556E-02   3.05609847E-03
   32.7760315       3.35381962E-02  -3.49727012E-02   1.90134184E-03
   35.7715950       2.61202883E-02  -3.04991212E-02   2.08541029E-03
   39.0046997       2.04195343E-02  -2.68290080E-02   1.86959561E-03
   42.4941864       1.57103911E-02  -2.28895936E-02   1.13816187E-03
   46.2603798       1.18250512E-02  -1.96974259E-02   1.46662316E-03
   50.3252258       8.82353913E-03  -1.69149451E-02   7.65891862E-04
   54.7124062       6.39612693E-03  -1.48793133E-02   9.48011177E-04
   59.4474792       4.61294688E-03  -1.28878932E-02   3.83718521E-04
   64.5580368       3.19083827E-03  -1.11919269E-02   1.68034079E-04
   70.0738449       2.12174794E-03  -8.69336165E-03  -9.21054088E-05
   76.0270538       1.49786670E-03  -6.76445570E-03  -7.16647191E-04
   82.4523392       1.15533255E-03  -5.39604062E-03  -4.74889617E-04
   89.3871307       1.08390755E-03  -4.10501054E-03  -1.96689452E-05
   96.8718414       1.48655812E-03  -2.99460348E-03  -2.38473105E-04
   104.950073       1.65043189E-03  -2.67320988E-03  -6.29241054E-04
   113.668892       9.50576912E-04  -2.20838725E-03  -5.85091650E-04
   123.079102       1.25723818E-04  -2.16351263E-03  -5.34189574E-04
   133.235519      -3.14123434E-04  -2.16480903E-03  -6.80492085E-04
   144.197311      -3.63027124E-04  -1.56049198E-03  -2.99668172E-04
